,intensity,email_hash,total_time,goal_time,other_time,avg_goal_time
0,1.0,c8d66c0d7b3573ad940047e7,9.401291255468191,8.713582005421628,8.70267641154777,2.9045273351405427
1,1.0,c8d66c0d7b3573ad940047e7,9.118225083068378,8.11701408773731,8.660254034256889,2.7056713625791033
2,1.0,c8d66c0d7b3573ad940047e7,10.041813682016414,8.087332926473351,9.889084322225385,2.695777642157784
3,1.0,c8d66c0d7b3573ad940047e7,8.660773919893762,3.7376696182833684,8.653470809708786,1.2458898727611227
4,1.0,c8d66c0d7b3573ad940047e7,7.623153068476902,7.0707241072602764,6.7661917146603505,2.3569080357534253
5,0.5,883c1ba5c4e5472d2f8067d6,7.105786129481271,6.18826412308259,6.595780513961311,3.094132061541295
6,0.4,9e63d7e9d250c795b9c657e8,8.311398278436641,7.081708586105575,7.965545573129992,1.416341717221115
7,0.4,9e63d7e9d250c795b9c657e8,9.235520670506482,8.45914025996762,8.619208116822968,1.691828051993524
8,0.4,9e63d7e9d250c795b9c657e8,8.434028950155469,7.547501682814967,7.902857191280582,1.5095003365629933
9,0.4,9e63d7e9d250c795b9c657e8,4.844187086458591,0.0,4.844187086458591,0.0
10,0.0,601ef212e501d1cdccebf63b,8.816111895794005,7.665284718471351,8.435766192720509,2.555094906157117
11,0.0,601ef212e501d1cdccebf63b,9.346181594887597,8.504107951867582,8.782629654920699,2.834702650622527
12,0.0,601ef212e501d1cdccebf63b,8.730690365678642,7.807916628926408,8.224163512637862,2.6026388763088026
13,0.0,601ef212e501d1cdccebf63b,9.132811169466946,7.395721608602045,8.939187601475613,2.4652405362006817
14,0.0,601ef212e501d1cdccebf63b,9.102086786535928,7.8156105320351905,8.7787879291047,2.605203510678397
15,0.0,601ef212e501d1cdccebf63b,7.890208213109961,5.886104031450156,7.745435610274381,1.9620346771500519
16,0.75,d49e6ce9c7fadc10f3baf7bd,6.78897174299217,0.0,6.78897174299217,0.0
17,0.25,d49e6ce9c7fadc10f3baf7bd,5.19295685089021,0.0,5.19295685089021,0.0
18,0.25,d49e6ce9c7fadc10f3baf7bd,7.725330037917135,0.0,7.725330037917135,0.0
19,0.0,ca55f0a0e2e0765089529619,8.783855896643942,7.4413203897176174,8.481151420068972,7.4413203897176174
20,0.0,ca55f0a0e2e0765089529619,9.697262571660614,8.217438537730187,9.438909179935457,8.217438537730187
21,0.0,ca55f0a0e2e0765089529619,9.684086987500752,8.412054873292933,9.355219633294267,8.412054873292933
22,0.0,ca55f0a0e2e0765089529619,8.483843211734683,7.68662133494462,7.884952945759814,7.68662133494462
23,0.0,ca55f0a0e2e0765089529619,7.827240901752812,0.0,7.827240901752812,0.0
24,0.6666666666666666,9aa2418cff3facda9bb90c15,8.927446816256198,7.640603826393634,8.604287898267172,2.5468679421312115
25,0.6666666666666666,9aa2418cff3facda9bb90c15,9.470240063415512,9.043695294567236,8.412499120301572,3.014565098189079
26,0.6666666666666666,9aa2418cff3facda9bb90c15,7.768956044538332,6.0063531596017325,7.580699752224563,2.002117719867244
27,0.0,a09f4d8b6326097b44238b62,7.551186867296149,6.703188113240863,6.992096427415888,2.2343960377469543
28,0.0,a09f4d8b6326097b44238b62,7.306531398939505,3.970291913552122,7.270312886079025,1.3234306378507072
29,0.0,a09f4d8b6326097b44238b62,6.309918278226516,5.786897381366708,5.4116460518550396,1.9289657937889026
30,0.0,a09f4d8b6326097b44238b62,5.2832037287379885,1.0986122886681098,5.267858159063328,0.3662040962227033
31,0.0,a09f4d8b6326097b44238b62,8.783242963740905,4.882801922586371,8.76280248744611,1.6276006408621235
32,0.3333333333333333,a09f4d8b6326097b44238b62,8.224431573221159,2.833213344056216,8.219864741912652,0.9444044480187387
33,0.3333333333333333,a09f4d8b6326097b44238b62,7.677400430514807,7.154615356913663,6.778784897685177,2.3848717856378876
34,0.3333333333333333,a09f4d8b6326097b44238b62,7.883069351305753,5.1647859739235145,7.814803429489359,1.7215953246411715
35,0.3333333333333333,a09f4d8b6326097b44238b62,7.993619994827744,3.2188758248682006,7.98514393119862,1.0729586082894003
36,0.3333333333333333,a09f4d8b6326097b44238b62,6.61472560020376,0.0,6.61472560020376,0.0
37,0.3333333333333333,a09f4d8b6326097b44238b62,6.218600119691729,2.70805020110221,6.18826412308259,0.9026834003674034
38,0.5,1ac8e0729bdbcff844ba9739,8.649974302650056,0.0,8.649974302650056,0.0
39,0.5,1ac8e0729bdbcff844ba9739,6.8001700683022,0.0,6.8001700683022,0.0
40,0.5,1ac8e0729bdbcff844ba9739,7.52294091807237,0.0,7.52294091807237,0.0
41,0.5,1ac8e0729bdbcff844ba9739,9.013838751608395,8.07961802938984,8.514790306799927,2.01990450734746
42,0.5,1ac8e0729bdbcff844ba9739,8.222285073872717,7.344072850573066,7.685243607975833,1.8360182126432665
43,0.5,1ac8e0729bdbcff844ba9739,8.426830751335846,7.774015077250727,7.691656822810547,1.9435037693126818
44,0.5,1ac8e0729bdbcff844ba9739,9.232688775639945,8.850660919017152,8.085486772102845,2.212665229754288
45,0.5,1ac8e0729bdbcff844ba9739,7.982074875081202,7.552762084214147,6.92951677076365,1.8881905210535368
46,0.5,1ac8e0729bdbcff844ba9739,9.211040127090456,8.580918882296782,8.450625947144124,2.1452297205741955
47,0.5,1ac8e0729bdbcff844ba9739,9.137124309644923,8.936692688488204,7.431299675155903,2.234173172122051
48,0.5,1ac8e0729bdbcff844ba9739,8.899457906353966,8.14060704285845,8.26796230533871,2.0351517607146126
49,0.5,1ac8e0729bdbcff844ba9739,8.512984346642183,8.422442854870427,6.066108090103747,2.1056107137176068
