,avg_freq_time,avg_infreq_time,browser_intensity,email_hash,goal_time,intensity,num_browser_goals,other_time,target_time,total_time
0,6.452048954437226,3.7782139847201264,1.0,8b24da789d3a62d3ec752b2f6c9130c8b40e9a1192334a21a38d6fb55ac374ef,7.842671474979457,0.25,4,7.44600149832412,0.0,8.357024439263416
1,3.020127355638707,4.0943445622221,1.0,8b24da789d3a62d3ec752b2f6c9130c8b40e9a1192334a21a38d6fb55ac374ef,6.173786103901937,0.10666666666666667,4,9.022684613591526,0.0,9.078978053779355
2,3.4773194324404937,1.6094379124341003,0.375,539415565b33813048d7234428a44584980fce57d21ebc622931fc04ff504fbe,6.959398512133975,0.03867403314917127,8,8.222553638396958,0.0,8.471568013389962
3,1.0879701531479762,1.8692596180799241,0.375,539415565b33813048d7234428a44584980fce57d21ebc622931fc04ff504fbe,8.241966560231802,0.19369369369369369,8,10.79820729448214,0.0,10.872939832524516
4,2.108126595812261,4.364213045852306,0.0,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,9.284519770150434,0.19101123595505617,2,9.375091807576673,0.0,10.023978030870751
5,3.840087820218295,3.8842666504630166,0.0,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,8.41847721847708,0.17982456140350878,2,9.149209371971951,0.0,9.54230245311951
6,2.4906440260817075,2.545584037478593,0.0,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,8.25088114470065,0.2450592885375494,2,9.46877384406884,0.0,9.727942980021197
7,2.623643198918381,2.8122834795779,0.0,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,8.886547412512042,0.15665236051502146,2,9.807251944655302,0.0,10.142465082152865
8,1.968874823111302,1.9866543908111183,0.0,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,8.604837701268284,0.1801980198019802,2,9.96114306502429,0.0,10.190356794730883
9,1.5738165003599116,2.534133778555273,0.0,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,7.841885928984623,0.16666666666666666,2,8.856376036730422,0.0,9.165761328578215
10,2.286538301218067,3.321243400683628,0.0,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,7.450079569807499,0.1386861313868613,2,7.60489448081162,0.0,8.223627175805483
11,2.2550129922601805,4.110605046962535,0.5,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,8.43076346341785,0.19365079365079366,2,9.693877015504503,0.0,9.942900554892963
12,2.5959322927270567,1.8335823375751341,0.5,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,8.279697133877628,0.13075060532687652,2,9.841133310789152,0.0,10.031616880246656
13,2.455270945736491,2.1051705727588486,0.5,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,8.71948076085107,0.24663677130044842,2,9.932026417342549,0.0,10.19241884438834
14,3.8421620338405775,1.8327650763046581,0.5,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,8.216358332386156,0.2072072072072072,2,9.813672248213765,0.0,9.998024706360116
15,3.575350728796263,2.9931808672417044,0.5,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,9.128479345495862,0.16314779270633398,2,10.606708818667547,0.0,10.812129103878668
16,2.8358489381214773,2.247921681483706,0.5,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,9.471781133222736,0.26475548060708265,2,10.982883042277106,0.0,11.182280218419526
17,2.6469799207759306,2.1068171209720625,0.5,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,8.906528917594517,0.21224489795918366,2,10.596909695290504,0.0,10.766187616237207
18,2.7077537730405816,1.839548438183258,0.5,60f8b28fc59aaccb2741fcc0b1c632e82b2848a7dfd661ef9f5bd27e5690d9a0,8.50532301884575,0.17763157894736842,2,10.968025860870487,0.0,11.0497941670669
