,avg_freq_time,avg_goal_time,avg_infreq_time,email_hash,freq_frac_time,goal_time,infreq_frac_time,intensity,num_freq_goals,num_goals,num_infreq_goals,other_time,total_time
0,6.18826412308259,5.495116942522644,0.0,883c1ba5c4e5472d2f8067d6,0.3995077932731748,6.18826412308259,0.000820344544708778,0.19230769230769232,1,2,1,6.595780513961311,7.105786129481271
1,5.996452088619021,5.523458920524919,4.59511985013459,a9918d999b83060a554f5337,0.07827102803738314,6.2166061010848646,0.01927570093457943,0.09554140127388536,1,2,1,8.441391477999955,8.544029845369797
2,6.270988431858299,5.614951260949585,2.995732273553991,a9918d999b83060a554f5337,0.08108522378908638,6.3080984415095305,0.0030656039239730197,0.16,1,2,1,8.695339376799712,8.783242963740905
3,6.042632833682381,5.349485653122436,0.0,a9918d999b83060a554f5337,0.25655088360755623,6.042632833682381,0.0006093845216331503,0.08333333333333333,1,2,1,7.106606137727303,7.403061091090091
4,5.929589143389895,5.495116942522644,4.709530201312334,a9918d999b83060a554f5337,0.33098591549295764,6.18826412308259,0.09771126760563374,0.29411764705882354,1,2,1,6.47543271670409,7.035268599281097
5,6.050912005751402,5.472270673671474,1.9439608257611722,9e63d7e9d250c795b9c657e8,0.20859950859950854,7.081708586105575,0.08378378378378375,0.2698412698412698,2,5,3,7.965545573129992,8.311398278436641
6,7.673920552278654,6.84970234753352,2.0094261734102328,9e63d7e9d250c795b9c657e8,0.4196001950268157,8.45914025996762,0.040468064358849296,0.37349397590361444,2,5,3,8.619208116822968,9.235520670506482
7,6.7025744280421,5.938063770380866,1.86241621946675,9e63d7e9d250c795b9c657e8,0.35405346663768744,7.547501682814967,0.0580308628559009,0.42105263157894735,2,5,3,7.902857191280582,8.434028950155469
8,-0.6931471805599453,-1.6094379124341003,0.0,9e63d7e9d250c795b9c657e8,0.007874015748031498,0.0,0.007874015748031498,0.0,2,5,3,4.844187086458591,4.844187086458591
9,6.503539390274405,6.541991537725524,6.61472560020376,9aa2418cff3facda9bb90c15,0.17714968152866256,7.640603826393634,0.0989915074309979,0.24193548387096775,2,3,1,8.604287898267172,8.927446816256198
10,8.280837746129798,7.945083005899126,6.345636360828596,9aa2418cff3facda9bb90c15,0.6088062924120922,9.043695294567236,0.043954349167180794,0.2653061224489796,2,3,1,8.412499120301572,9.470240063415512
11,4.527208644518379,4.9077408709336225,5.3981627015177525,9aa2418cff3facda9bb90c15,0.07819103972950121,6.0063531596017325,0.09340659340659335,0.13636363636363635,2,3,1,7.580699752224563,7.768956044538332
